NodeID4,Worklflow_Node,Unit_Node1_1,Unit_Node1_2,Unit_Node1_3,Unit_Node1_4,Unit_Node1_5,Unit_Node1_6,Unit_Node1_7,Unit_Node1_8,IC
ff062,Pre-1981 Standards of Fill,Net Contents Statement,END,,,,,,,0
ff062,Pre-1982 Standards of Fill,END,Documentation Requirements,,,,,,,0
ff063,Documentation Compliance,END,Net Contents Statement,Documentation Requirements,,,,,,0
ff071,Harmless Additives in Distilled Spirits,Harmless Coloring Materials,Blending Materials,Flavoring Materials,Label Disclosure Requirements,END,,,,0
ff072,Labeling and Regulatory Compliance,Label Disclosure Requirements,END,Flavoring Materials,Blending Materials,,,,,0
ff073,Standards for Specialty Spirits,Harmless Coloring Materials,END,Flavoring Materials,Blending Materials,,,,,0
ff081,Statements of Age,Storage Statement,Specific Age Statement,END,Statement of Age,,,,,0
ff082,Label Requirements for Whiskies,Distillation Date,Miscellaneous Age Reference,END,Storage Statement,,,,,0
ff091,General Container Features,END,Materials for Containers,Design of the Container,,,,,,0
ff092,Standard Containers,Maximum Container Capacity,END,Standard Container Criteria,,,,,,0
ff093,Non-Standard Containers,Maximum Container Capacity,END,Non-Standard Containers,,,,,,0
fg011,Helping Students Cope with Anxiety,Guidance Counsellor Role,Biological Basis of Anxiety,END,Anxiety Management Strategies,,,,,0
fg012,Supporting Emotional Well-being in Schools,Biological Basis of Anxiety,END,Guidance Counsellor Role,,,,,,0
fg013,Promoting Anxiety Awareness,Anxiety Management Strategies,END,Biological Basis of Anxiety,,,,,,0
fg021,Ultra-Processed Foods and Public Health,Ultra-Processed Food Risks,Dietary Experiments,Impact on Childrenï¼Šs Health,END,Food Industry Practices,Global Expansion of Ultra-Processed Foods,,,0
fg022,The Role of Guidance Counsellors,Guidance Counsellor Role,Mental Health Framework,Support for Crisis Situations,Collaboration with External Services,Holistic Model of Guidance Counselling,END,,,0
fg023,Mental Health in Further Education and Training (FET),Impact of COVID-19 on Student Mental Health,Support for Vulnerable Learners,END,Mental Health Framework,Integration of Guidance Counsellors in FET Colleges,Guidance Counsellor Role,,,0
fg031,Emotional Reactions to Suicide,Future Emotional Triggers,Group Counselling Benefits,END,Emotional Impact of Suicide,Managing Guilt and Shame,,,,0
fg032,Suicide Postvention in Schools,Guidance Counsellor Role,Vicarious Trauma and Support,Suicide Postvention Strategies,Collaboration with External Agencies,END,,,,0
fg033,Group Counselling Framework,END,Educating on Suicide Triggers,Normalizing Emotional Responses,Group Counselling Benefits,Addressing Competitive Grief,,,,0
fg041,Addressing Mental Health in Schools,Guidance Counsellor Role,END,Mental Health Framework in Schools,Collaboration with External Services,Addressing Social Inclusion,,,,0
fg042,The Role of Art Therapy,Art Therapy Benefits,Trauma and Healing Through Art,Group and Individual Techniques,END,Applications in Schools and Communities,,,,0
fg043,Combating the Exploitation of Passion,Educational Interventions,Balancing Passion and Practicality,END,Recognizing Exploitation in Passion-Based Careers,Guidance Counsellor Role,,,,0
fg051,Addressing Bullying in Schools,Bullying Interventions,Guidance Counsellor Role,Home Environment Factors,END,Emotional Intelligence Development,,,,0
fg052,Emotional Intelligence and Adolescent Development,Guidance Counsellor Role,Cyberbullying Prevention,Emotional Intelligence Development,END,Resilience Building,,,,0
fg053,Letting Go of Lifelong Dreams,Career Adaptability,END,Goal Adjustment Capacity,Guidance Counsellor Role,Resilience Building,,,,0
fg061,Addressing Racism and Promoting Inclusivity,Guidance Counsellor Role,Impact of Racism and Xenophobia,Integration of Migrant Communities,Anti-Racism Education,END,,,,0
fg062,Health Risks and Educational Approaches to Food Awareness,Ultra-Processed Food Risks,Guidance Counsellor Role,Educational Campaigns on Nutrition,Community Initiatives for Food Awareness,END,,,,0
fg063,Strategies for Student Support and Well-Being,Anti-Racism Education,END,Career Guidance in a Multicultural Context,Guidance Counsellor Role,Addressing Mental Health Challenges,,,,0
fg071,Addressing Racism and Promoting Inclusivity,END,Impact of Racism and Xenophobia,Integration of Migrant Communities,Anti-Racism Education,Guidance Counsellor Role,,,,0
fg072,Promoting Mental Health Through Exercise,Irish Life Health Schoolsï¼?Fitness Challenge,Guidance Counsellor Role,Exercise Benefits for Mental Health,Parental Engagement in Fitness Education,END,,,,0
fg073,Enhancing Student Assessment Systems,Guidance Counsellor Role,END,Teacher-Driven Continuous Assessment,Reducing Exam-Related Anxiety,Teacher Assessment Validity,,,,0
fg081,Promoting Student Mental Health and Well-Being,Impact of Teacher Feedback,END,Self-Esteem and Academic Performance,Guidance Counsellor Role,Parental Engagement in Education,,,,0
fg082,The Role of Music in Emotional and Cognitive Development,Guidance Counsellor Role,Intergenerational Value of Music,END,Impact of Music on Memory,Music Therapy in Schools,,,,0
fg083,Addressing Literacy Challenges in Schools,END,Inclusive Teaching Strategies,Guidance Counsellor Role,Parental Advocacy for Literacy Support,Dyslexia and Literacy Challenges,,,,0
fg091,Enhancing Career Guidance and Decision Making,Guidance Counsellor Role,Self-Awareness in Career Decision Making,Autonomy and Relatedness,END,Task Variety and Predictability,,,,0
fg092,Promoting Inclusivity and Combating Racism,Guidance Counsellor Role,Impact of Racism and Social Exclusion,Community Engagement Strategies,END,Anti-Racism Educational Programs,,,,0
fg093,Building Emotional Resilience,Peer Support Networks,Stress and Burnout Prevention,Guidance Counsellor Role,END,Emotional Intelligence Development,,,,0
fg101,Enhancing Educational Guidance,END,Guidance Counsellor Role,Teacher Assessment and Student Confidence,Growth Mindset and Learning,Parental Engagement in Education,,,,0
fg102,Addressing Digital Challenges,Digital Hoaxes and Critical Thinking,Guidance Counsellor Role,Digital Citizenship Education,END,Media Literacy Programs,,,,0
fg103,Promoting Inclusivity and Social Equity,Community Engagement Strategies,Anti-Racism Education Initiatives,END,Guidance Counsellor Role,Impact of Racism and Social Cohesion,,,,0
fg111,Supporting Student Progression,Guidance Counsellor Rol,END,Mentoring Programs,Leadership in Learning,Pathways to College,,,,0
fg112,Combating Educational Inequality,Guidance Counsellor Rol,Leadership in Learning,Whole School Approach,Mentoring Programs,END,,,,0
fg113,Building College-Going Cultures,END,Engaging Families in Education,Mentoring Programs,Pathways to College,Leadership in Learning,,,,0
fh011,Managing Pandemic-Induced Disruptions,Extension of Time (EOT),Mitigation Strategies,Force Majeure/Exceptional Event (FM/EE) Provisions,Health and Safety Measures,END,,,,0
fh012,Addressing Supply Chain Challenges,END,Changes in Laws,Alternative Sourcing Plans,Force Majeure/Exceptional Event (FM/EE) Provisions,Cost Adjustments,,,,0
fh013,Coping with War-Induced Challenges,END,Force Majeure/Exceptional Event (FM/EE) Provisions,Changes in Laws,Risk Allocation Adjustments,Termination Options,,,,0
fh021,Managing Pandemic-Induced Disruptions,Exceptional Event Provisions,Suspension of Services,Changes in Legislation,Remote Work Implementation,END,,,,0
fh022,Responding to Supply Chain Challenges,END,Alternative Sourcing Strategies,Cost Adjustments,Changes in Legislation,Exceptional Event Provisions,,,,0
fh023,Addressing Prolonged Project Delays,Risk Reassessment and Allocation,Stakeholder Communication Plans,Suspension of Services,END,Termination of Agreement,,,,0
fh031,Managing COVID-19 Disruptions,Force Majeure/Exceptional Event (FM/EE) Provisions,END,,,,,,,0
fh031,Managing COVID-20 Disruptions,END,Changes in Laws,,,,,,,0
fh031,Managing COVID-21 Disruptions,END,Suspension of Work,,,,,,,0
fh031,Managing COVID-22 Disruptions,Health and Safety Compliance,END,,,,,,,0
fh032,Addressing Supply Chain Interruptions,Force Majeure/Exceptional Event (FM/EE) Provisions,END,Cost Adjustments,Alternative Sourcing Strategies,Extension of Time (EOT),,,,0
fh033,Resolving Contractual Disputes,Stakeholder Communication Plans,END,Changes in Laws,Force Majeure/Exceptional Event (FM/EE) Provisions,Contractual Claims and Disputes,,,,0
fh041,Managing Communication During Remote Work,Cybersecurity Measures,Backup Communication Networks,Online Meeting Applications,Loss of Communication Channels,END,,,,0
fh042,Ensuring Safety with PPE,Waste Management for PPE,END,Training on PPE Usage,Problems with PPE,Stockpile Management,,,,0
fh043,Emergency Response on Site,Emergency Equipment Distribution,Evacuation Planning,Succession Planning,Emergency Attendance and Response,END,,,,0
fh044,Managing On-Site Risks,Emergency Attendance and Response,END,Loss of Communication Channels,Sanitization Protocols,Problems with PPE,,,,0
fi011,General Cyber Risk Management,Organizational Awareness,END,Functional Elements of Cyber Risk Management,Guidance on Maritime Cyber Security,Cyber Risk Management Framework,,,,0
fi012,Protecting Critical Systems,Protection of Operational Technology,Cyber Risk Management Framework,Functional Elements of Cyber Risk Management,END,Segregation of Networks,,,,0
fi013,Responding to Cyber Incidents,Feedback and Improvement,Restoring Critical Systems,END,Functional Elements of Cyber Risk Management,Incident Detection and Reporting,,,,0
fi014,Ensuring Regulatory Compliance,END,Stakeholder Engagement,Guidance on Maritime Cyber Security,International Standards Application,Compliance Audits,,,,0
fi021,General Drug Prevention,END,Risk Assessment Procedures,International Collaboration Measures,Drug Smuggling Prevention Framework,ISPS Code Alignment,,,,0
fi022,Port Security Enhancements,END,ISPS Code Alignment,Secure Cargo Handling Measures,Drug Smuggling Prevention Framework,Port Facility Security Audits,,,,0
fi023,Legal and Regulatory Actions,Regulatory Updates,END,Enforcement of Maritime Laws,ISPS Code Alignment,International Collaboration Measures,,,,0
fi024,Inter-agency Coordination,Drug Smuggling Prevention Framework,Joint Training Programs,Shared Intelligence Networks,International Collaboration Measures,END,,,,0
fi031,General Maritime Security Management,SOLAS Regulation XI-2/13 Requirements,Access Permissions and Roles,END,Contact Details Update Protocol,National Point of Contact for Maritime Security,,,,0
fi032,Access to Maritime Security Module,National Point of Contact for Maritime Security,Role of the IMO Secretariat,END,Transition from Previous Access System,IMO Web Accounts Integration,,,,0
fi033,Information Management System,Contact Details Update Protocol,Information Security Standards,IMO Web Accounts Integration,END,User Training and Support,,,,0
fi041,Port Facility Personnel Without Security Duties,Security-Related Familiarization Training,Recognition of Security Threats,Competence Evaluation Protocols,Understanding of Maritime Security Levels,END,,,,0
fi042,Port Facility Personnel With Security Duties,IMDG Code Awareness,Security-Related Familiarization Training,"Inspection, Control, and Monitoring Activities",END,Competence Evaluation Protocols,,,,0
fi043,Alternative Methods for Demonstrating Competency,Evidence of Prior Experience,Approved Training and Testing,Practical Assessments,END,IMDG Code Awareness,,,,0
fi051,Port Facility Operations,Shore Leave Facilitation Procedures,END,Port Facility Security Plan (PFSP) Compliance,ISPS Code Application,Coordination of Crew Changes,,,,0
fi052,Security Oversight and Human Rights,Reporting Mechanisms for Human Rights Violations,Shore Leave Facilitation Procedures,END,Advance Planning for Security Operations,Human Element Consideration in Security Implementation,,,,0
fi053,National Oversight,Port Facility Security Plan (PFSP) Compliance,Monitoring Implementation of SOLAS Chapter XI-2,END,Human Element Consideration in Security Implementation,Stakeholder Engagement Strategies,,,,0
fi061,General Submission Requirements,Submission Timelines,Submission of Security-Related Information,Responsible Parties for Submission,END,Standard Data Set of Security-Related Information,,,,0
fi062,Additional Port-Specific Requirements,Port Facility Security Plan (PFSP) Coordination,Additional Data Requests,Validation of Submitted Information,Submission of Security-Related Information,END,,,,0
fi063,Regulatory Oversight,Validation of Submitted Information,Standard Data Set of Security-Related Information,END,Monitoring Compliance with SOLAS XI-2/9,Reporting Non-Compliance,,,,0
fi071,Security Guidelines for Non-SOLAS Passenger Vessels,END,Emergency Planning for Security Threats,Vessel Searching,Passenger Boarding Control,Securing External Areas,,,,0
fi072,Security Guidelines for Commercial Non-Passenger Vessels,Vessel Searching,Securing External Areas,Preventing Unauthorized Access,Reporting Security Incidents,END,,,,0
fi073,Security Measures for Small Commercial Vessels,Maintaining Security Awareness,Mitigating Risks of Unauthorized Access,Use of Risk Assessment Tools,Contingency Planning for Emergencies,END,,,,0
fi081,Security Training for Shipboard Personnel Without Designated Security Duties,Understanding of Security Equipment and Systems,Familiarization with Reporting Security Incidents,END,Basic Knowledge of Maritime Security Terms,Security Awareness Training,,,,0
fi082,Security Training for Shipboard Personnel With Designated Security Duties,Understanding of Security Equipment and Systems,Knowledge of Security Documentation,END,Advanced Security Training for Designated Duties,Familiarization with Reporting Security Incidents,,,,0
fi083,Alternative Methods for Demonstrating Competency,Approved Training or Testing,END,Documenting Competency,Seagoing Service Equivalence,Familiarization with Reporting Security Incidents,,,,0
fi091,General Trade Facilitation,SAFE Framework of Standards,Customs-to-Business Pillar,Raising Awareness of the SAFE Framework,END,Inter-Agency Collaboration,,,,0
fi092,Port and Supply Chain Security,END,Port Facility Compliance with ISPS Code,Risk-Based Cargo Security Strategy,SAFE Framework of Standards,Secure Handling of Cargo Transport Units,,,,0
fi093,Risk-Based Cargo Management,END,Customs-to-Business Pillar,Risk-Based Cargo Security Strategy,Advanced Electronic Data Systems,Monitoring and Compliance for Freight Containers,,,,0
fi101,Shipborne LRIT Operations,Real-Time Reporting of LRIT Information,LRIT Information Transmission Adjustment,END,Compliance with Performance Standards,,,,,0
fi102,Administrative Adjustments,END,Archiving LRIT Data Distribution Plan,Reviewing Pricing Information for LRIT Services,LRIT Information Transmission Adjustment,,,,,0
fi103,Data Centre Management,Archiving LRIT Data Distribution Plan,END,Secure Data Handling Protocols,LRIT Journal Maintenance and Transmission,,,,,0
fi104,International Data Exchange Coordination,LRIT Journal Maintenance and Transmission,Access to Archived Data,END,Consolidation of Journal Data,,,,,0
fi111,Ship Operations,Ship Security Assessment,Security Level Coordination,END,Incident Reporting,Access Control,,,,0
fi112,Company Operations,END,Risk Evaluation,Documentation Audits,Company Security Officer Training,,,,,0
fi113,Port Facility Security,Access Control for Cargo,Security Level Coordination,Incident Reporting,END,Surveillance Systems,,,,0
fi114,Compliance Monitoring,Documentation Audits,Certification Updates,END,Training Exercises,,,,,0
fi121,Organizational Contact Management,Archival of Contact Records,END,Authentication Header Management,Data Validation Protocols,SubmitOrganizationalContacts,,,,0
fi122,Port Facility Updates,SubmitOrganizationalContacts,Facility Number Generation,SubmitPortFacilities,END,Compliance with GISIS Standards,,,,0
fi123,Alternative Security Arrangements,Withdrawal of Security Agreements,GetPortFacilities,END,SubmitPortFacilities,SubmitAlternativeSecurityAgreements,,,,0
fi124,Data Retrieval,GetOrganizationalContacts,XML-Based Data Parsing,GetPortFacilities,Web Service Call History,END,,,,0
fi131,Review and Revision of Instruments,Collaboration with International Organizations,Adopting New Security Measures,Review of Existing Measures,END,Encouraging Government Participation,,,,0
fi132,Maritime Safety and Facilitation,Review of Existing Measures,Monitoring Compliance with International Standards,Technical Cooperation with Governments,Strengthening Port Security Measures,END,,,,0
fi133,Government Action and Implementation,Providing Legislative Assistance,Encouraging Government Participation,END,Promoting Awareness Campaigns,Capacity-Building Initiatives,,,,0
fi134,Port Area Security Enhancement,Establishing Emergency Response Plans,END,Strengthening Port Security Measures,Risk Assessment of Port Facilities,Enhancing Surveillance and Monitoring,,,,0
fi141,Security-Related Training Requirements,Compliance with STCW Code,END,Training for Ship Security Officers (SSO),Levels of Security Training,Training for Seafarers with Designated Security Duties,,,,0
fi142,Certification Clarifications,END,Training for Ship Security Officers (SSO),Role of Member Governments,Certification for Security Awareness,Certificate Equivalency,,,,0
fi143,Port State Control Guidance,Guidance for Port State Control Officers,Clarifications for Recognized Organizations,Training for Seafarers with Designated Security Duties,END,Certification for Security Awareness,,,,0
fi151,Security Certification Enforcement,Training Accessibility Measures,END,Certification Compliance Monitoring,Transitional Provisions Review,Reporting Non-Compliance to Authorities,,,,0
fi152,Temporary Compliance Measures,Port State Control Considerations,Notification to Administrations,Certification Compliance Monitoring,END,Implementation of ISPS Code Section 13,,,,0
fi153,Guidance for Recognized Organizations,END,Implementation of ISPS Code Section 13,Guidance on ISM and ISPS Code Certification,Ensuring Long-Term Compliance,Training Accessibility Measures,,,,0
fi161,Port Facility Security Measures,Regular Inspection of Cargo Areas,END,Reporting Stowaway Incidents,Prevent Unauthorized Access,Training for Port Facility Personnel,,,,0
fi162,Shipboard Security Operations,END,Prevent Unauthorized Access,Search Procedures Before Departure,Cooperation with Authorities,Implementation of ISPS Code Measures,,,,0
fi163,Stowaway Incident Resolution,Stowaway Incident Resolution,Ensuring Humane Treatment,Arranging for Repatriation,Cooperation with Authorities,END,,,,0
fi171,Incident Reporting Framework,Use of Standardized Reporting Format,Report Stowaway Incidents,Submission of Monthly Data,END,Implementation of Guidelines,,,,0
fi172,Stowaway Case Monitoring,Coordination with Member Governments,Evaluation of Guidelines Effectiveness,Report Stowaway Incidents,Sharing National Legislation,END,,,,0
fi173,Prevention and Compliance,Coordination with Member Governments,END,Implementation of Guidelines,Assistance to Shipping Companies,Development of Comprehensive Strategies,,,,0
fi181,Guidelines Review and Revision,END,Reporting Challenges in Implementation,Avoid Duplication with ISPS Code,Cooperation Between Facilitation and Maritime Safety Committees,Revise the Guidelines on Stowaway Incidents,,,,0
fi182,Member State Responsibilities,Notify the Secretary-General,Compliance with FAL Provisions,Encourage National Adoption of FAL Standards,Revise the Guidelines on Stowaway Incidents,END,,,,0
fi183,Maritime Security Standards,Compliance with FAL Provisions,Align Security Provisions with SOLAS Chapter XI-2,Cooperation Between Facilitation and Maritime Safety Committees,Promote International Cooperation,END,,,,0
fi191,Preventive Measures,Cooperation Among States,END,Compliance with SOLAS Regulations,Collecting Information on Non-Compliant Ships,Training Maritime Personnel,,,,0
fi192,Reporting and Cooperation,Cooperation Among States,Reporting Unsafe Practices,Establishing Reporting Mechanisms,END,Sharing Best Practices,,,,0
fi193,Response Actions,Reporting Unsafe Practices,END,Immediate Actions for Detected Incidents,Compliance with SOLAS Regulations,Protecting Migrants' Human Rights,,,,0
fj011,Test Specimen Preparation,END,Conditioning Period,Preparation of Test Specimens,Submission of Technical Drawings,Measurement of Environmental Conditions,,,,0
fj012,Testing Procedure,Verification of Test Results,Load Testing,Mounting Specimens on Test Fixture,END,Preparation of Test Specimens,,,,0
fj013,Test Environment Compliance,Measurement of Environmental Conditions,END,Calibration of Measurement Devices,Documentation and Reporting,Verification of Test Results,,,,0
fj021,Test Specimen Preparation,Submission of Technical Drawings,Measurement of Environmental Conditions,Conditioning Period,END,Preparation of Test Specimens,,,,0
fj022,Testing Procedure,Mounting Specimens on Test Fixture,END,Verification of Test Results,Preparation of Test Specimens,Load Testing,,,,0
fj023,Test Environment Compliance,Documentation and Reporting,Verification of Test Results,Measurement of Environmental Conditions,Calibration of Measurement Devices,END,,,,0
fj031,Specimen Preparation,Submission of Technical Drawings,END,Pre-Test Acclimation,Preparation of Test Specimens,Measurement of Environmental Conditions,,,,0
fj032,Testing Procedure,Preparation of Test Specimens,END,Load Testing,Verification of Test Results,Mounting Specimens on the Test Fixture,,,,0
fj033,Environmental Compliance,Calibration of Measurement Devices,Measurement of Environmental Conditions,Documentation and Reporting,END,Verification of Test Results,,,,0
fj041,Specimen Preparation,Preparation of Test Specimens,Measurement of Environmental Conditions,END,Pre-Test Acclimation,Submission of Technical Drawings,,,,0
fj042,Testing Procedure,Preparation of Test Specimens,END,Mounting Specimens on the Test Fixture,Load Testing,Verification of Test Results,,,,0
fj043,Environmental Compliance,END,Verification of Test Results,Measurement of Environmental Conditions,Documentation and Reporting,Calibration of Measurement Devices,,,,0
fj051,Test Specimen Preparation,Preparation of Test Specimens,Measurement of Environmental Conditions,Submission of Technical Drawings,Pre-Test Acclimation,END,,,,0
fj052,Testing Procedure,Verification of Test Results,Load Testing,Mounting Specimens on the Test Fixture,END,Preparation of Test Specimens,,,,0
fj053,Environmental Compliance,Documentation and Reporting,Verification of Test Results,Calibration of Measurement Devices,END,Measurement of Environmental Conditions,,,,0
fj061,Specimen Preparation,END,Measurement of Environmental Conditions,Preparation of Test Specimens,Pre-Test Acclimation,Submission of Compliance Documentation,,,,0
fj062,Testing Procedure,Recording Nonconformities,Preparation of Test Specimens,END,Verification of Results,Abrasion Testing Steps,,,,0
fj063,Environmental Compliance,Verification of Results,Measurement of Environmental Conditions,END,Documentation of Environmental Logs,Calibration of Testing Equipment,,,,0
fj071,Specimen Preparation,Pre-Test Acclimation,Preparation of Test Specimens,Measurement of Environmental Conditions,END,Submission of Technical Drawings,,,,0
fj072,Testing Procedure,END,Preparation of Test Specimens,Load Testing,Verification of Test Results,Anchoring Test Specimens,,,,0
fj073,Environmental Compliance,Documentation and Reporting,Measurement of Environmental Conditions,Verification of Test Results,Calibration of Measurement Devices,END,,,,0
fj081,Test Specimen Preparation,Measurement of Environmental Conditions,Pre-Test Acclimation,Preparation of Test Specimens,END,Submission of Technical Drawings,,,,0
fj082,Testing Procedure,Anchoring Test Specimens,Preparation of Test Specimens,END,Verification of Test Results,Load Testing,,,,0
fj083,Environmental Compliance,Calibration of Measurement Devices,Verification of Test Results,Documentation and Reporting,END,Measurement of Environmental Conditions,,,,0
fj091,Test Specimen Preparation,Submission of Compliance Documentation,Measurement of Environmental Conditions,END,Pre-Test Acclimation,Preparation of Test Specimens,,,,0
fj092,Chemical Resistance Testing,Verification of Test Results,Preparation of Test Specimens,Application of Chemical Reagents,END,Observation of Reaction to Reagents,,,,0
fj093,Test Reporting and Compliance,Test Report Documentation,Verification of Test Results,Calibration of Testing Equipment,END,Measurement of Environmental Conditions,,,,0
fj101,Specimen Preparation,END,Measurement of Environmental Conditions,Preparation of Test Specimens,Pre-Test Acclimation,Submission of Technical Drawings,,,,0
fj102,Testing Procedure,END,Preparation of Test Specimens,Load Application and Monitoring,Anchoring Specimens to Test Fixture,Verification of Test Results,,,,0
fj103,Measurement of Environmental Conditions,Measurement of Environmental Conditions,Compilation of Test Report,END,Calibration of Testing Devices,Verification of Test Results,,,,0
fj111,Specimen Preparation,Preparation of Test Specimens,Measurement of Environmental Conditions,END,Submission of Technical Drawings,Pre-Test Acclimation,,,,0
fj112,Testing Procedure,END,Load Testing,Verification of Test Results,Preparation of Test Specimens,Installation and Anchoring,,,,0
fj113,Environmental Compliance,Measurement of Environmental Conditions,Calibration of Measurement Devices,Test Report Compilation,Verification of Test Results,END,,,,0
fj121,Specimen Preparation,Measurement of Environmental Conditions,Preparation of Test Specimens,Specimen Labeling and Photography,Acclimation Period,END,,,,0
fj122,Testing Process,Measurements Post-Conditioning,Preparation of Test Specimens,Suspension in Environmental Chamber,END,Testing at Reduced Humidity,Testing at Elevated Humidity,,,0
fj123,Evaluation and Reporting,Determining Performance Compliance,END,Recording Largest Deviations,Measurement of Environmental Conditions,Test Documentation,,,,0
fa011,Animal Welfare Claims,Define Animal Welfare Claims,Obtain Third-Party Certification,Provide Supporting Documentation,,,,,,0
fa012,Breed Claims,Verify with Breed Organization or AMS,Provide Supporting Documentation,Define Breed Claims,,,,,,0
fa013,Diet Claims,Validate Diet Practices,Provide Supporting Documentation,Define Diet Claims,,,,,,0
fa014,Living or Raising Conditions Claims,Provide Supporting Documentation,Obtain Third-Party Certification,Define Living Conditions Claims,,,,,,0
fa015,Negative Antibiotics Use Claims,Obtain Third-Party Certification,Define Negative Antibiotics Use Claims,Provide Supporting Documentation,,,,,,0
fa016,Environment-Related Claims,Obtain Third-Party Certification,Define Environment-Related Claims,Provide Supporting Documentation,,,,,,0
fa021,Livestock and Poultry Residue Prevention Workflow,Ensure Animal Identification,Purchase Animals Free of Violative Residues,Confirm Producer History,,,,,,0
fa022,HACCP System Controls for Historic Residue Violations,Obtain Supporting Documentation,Perform Residue Testing,Establish a Critical Control Point (CCP),,,,,,0
fa023,Residue Testing Considerations,Identify Residue Testing Methodology,Conduct Validation and Ongoing Verification,Implement Live or Post-Mortem Testing,,,,,,0
fa024,NSIS Sorting Procedures,Document Residue Testing Results,Dispose of Animals with Violative Residues,Perform Residue Screening,,,,,,0
fa031,Poultry Sorting and Inspection,Conduct Classroom Training,Perform On-the-Job Training,Implement Wet Lab Training,,,,,,0
fa032,Disease Condition Evaluation,Localized Trimming for Tumors,Generalized Disease Disposal,Identify Disease Conditions,,,,,,0
fa033,Meat Quality Control,Localized Condition Handling,Generalized Disease Disposal,Sorting Procedures Implementation,,,,,,0
fa041,"Donating Meat, Poultry, and Egg Products",Identify Products Eligible for Donation,Label Products for Donation,Verify Product Condition,,,,,,0
fa042,Receiving Donated Products,Ship Products Safely,Repackage and Label Products,Verify Product Condition,,,,,,0
fa043,Managing Liability for Donated Products,Educate Donors and Recipients,Ensure Good Faith Compliance,Understand Liability Protection,,,,,,0
fa051,Retained Water Protocol Development,Detail Chiller System Configurations,Describe Washing and Chilling Systems,Define Purpose Statement,,,,,,0
fa052,Water Retention Process Control,Maintain Process Control,Implement Testing Methods,Define Purpose Statement,,,,,,0
fa053,Labeling Retained Water Products,Address Special Labeling Scenarios,Create Accurate Retained Water Statements,Distinguish Multi-Ingredient Products,,,,,,0
fa061,Training Program for Carcass Sorting,Wet Lab Training,On-the-Job Training,Classroom Training,,,,,,0
fa062,Carcass Disposition and Sorting Procedures,Identify Unwholesome Carcasses,Dispose of Generalized Disease Carcasses,Trim Localized Conditions,,,,,,0
fa063,Managing Generalized Disease Conditions,Trim or Dispose Based on Condition,Dispose of Generalized Disease Carcasses,Evaluate Generalized Symptoms,,,,,,0
fa071,Food Defense Planning Workflow,Conduct Vulnerability Assessment,Designate Food Defense Coordinator,Develop Food Defense Plan,,,,,,0
fa072,Personnel Security Workflow,Establish Credential Systems,Conduct Background Checks,Train Employees on Food Defense,,,,,,0
fa073,Incident Response Planning Workflow,Develop Food Defense Plan,Notify Authorities in Case of Incident,Conduct Background Checks,,,,,,0
fa081,Risk Mitigation Workflow,Controlling Time and Temperature,Prevent Cross-Contamination,Prevent Adulteration,,,,,,0
fa082,Employee Hygiene Workflow,Proper Use of Gloves,Train Employees,Employee Practices,,,,,,0
fa083,Food Safety Workflow,Employee Practices,Cleaning and Sanitizing,Product Handling,,,,,,0
fa091,Salmonella Control in Livestock Management,Lairage Practices,Pre-Harvest Controls,Antimicrobial Treatments,,,,,,0
fa092,Statistical Quality Control in Slaughter Operations,Statistical Process Control,Sampling Protocols,Process Adjustment,,,,,,0
fa101,Fermented Products Workflow,Preparation of Meat and Ingredients,Optional Low-Temperature Heat Step,Fermentation Process,,,,,,0
fa102,Salt-Cured Products Workflow,Equalization Step,Meat Preparation and Salt Application,Salt-Curing Process,,,,,,0
fa103,Dried Products Workflow,Preparation and Seasoning,Optional Post-Drying Heat Treatment,Drying Process,,,,,,0
fa111,Hazard Control Workflow,Sanitation SOPs Implementation,Temperature Monitoring Procedures,Receiving and Inspection,,,,,,0
fa112,Environmental Monitoring Workflow,Swab Testing,Sanitation SOPs Implementation,Corrective Action Documentation,,,,,,0
fa113,Process Optimization Workflow,Process Adjustment,Product Sorting and Sizing,Temperature Monitoring Procedures,,,,,,0
fa121,Raw Catfish Processing Workflow,Sanitation SOP Implementation,Temperature Control,Receiving Farm-Raised Catfish,,,,,,0
fa122,Packaging Material Handling Workflow,Temperature Control,Receiving and Storing Packaging Materials,Sanitation SOP Implementation,,,,,,0
fa123,Finished Product Shipping Workflow,Temperature Maintenance During Transport,Foreign Material Control,Load and Inspect Finished Products,,,,,,0
fa131,Liquid Egg Processing Workflow,Receiving and Storage of Shell Eggs,Sanitation SOP Implementation,Breaking and Separating,,,,,,0
fa132,Packaging and Shipping Workflow,Filling and Sealing Bulk Containers,Sanitation SOP Implementation,Temperature Monitoring,,,,,,0
fa141,Raw Poultry Processing,Receive Live Poultry,Stun and Bleed,Monitor Chilling Temperature,,,,,,0
fa142,Egg Product Safety Assurance,Wash and Sanitize Eggs,Receive Shell Eggs,Sanitize Processing Equipment,,,,,,0
fa151,Raw Material Handling Workflow,Receiving and Inspecting Materials,Temperature Monitoring,Sanitation SOP Implementation,,,,,,0
fa152,Cooking Workflow,Preparation for Cooking,Temperature Monitoring,Cooking to Required Lethality,,,,,,0
fa153,Packaging Workflow,Vacuum Packaging,Sanitation SOP Implementation,Labeling and Quality Inspection,,,,,,0
fa161,Raw Poultry Processing Workflow,Receiving and Inspection,Sanitation SOP Implementation,Antimicrobial Intervention,,,,,,0
